class,text
positive,"@rohmeo01 sounds like a perfectly reasonable thing to do to me. Why not?"
positive,"Farah's TEES MAAR KHAN to release on December 24th 2010 - News: This Christmas audiences are in for a treat with F... http://bit.ly/ar5h5R"
positive,"Grabbed some interviews at break. Now rushing to write this story for Fox at 10 and @CBS19 at 11!"
positive,"He is my all... And I couldn't ask for more..."
positive,"Now Casting Single Men & Women who are looking for love online!: Are you a single, in your 20's, 30's or 40's and ... http://bit.ly/cmiO8s"
positive,"RT @kajjajja Your heart and my heart / Are very, very old friends. ~Hafiz"
positive,"Tip #14: Feelings only need to be felt, so express them safely & privately, & feel better soon-soon! *wink*"
positive,"I love Softlips lip balm @ilovesoftlips In fact, I applied the vanilla flavor just a few mins ago :)"
positive,"@_souzafan Launched our tracker, so join us for free leech... oh, seed too! ==> h ttp://BrazilTorrents.com/register.php zj"
positive,"RT @yogee_raj: Likes Dreamworks Animation: wow - http://likaholix.com/r/pCK #movies"
positive,"Now I'm stronger than yesterday, now it's nothing but my way; my loneliness ain't killing me no more... #twirl #HomoExplosion"
positive,"Fafsa saved us $5550.00 this time around."
positive,"Omg! http://bit.ly/c7yoI7 - Using this my website got 12k views today. National Grammar Day #JonasBrothersAre #itsNotCool"
positive,"@justinbieber can you PLEASE follow me and give me a big shoutout =)"
positive,"@yankeegirl51680 thanks! my mom is there now she was walking by saw the line and jumped on it lol"
positive,"@MeanderingSoul At least I would say it, because it's truly what you are: an adorable, amazing dork with a good soul!"
positive,"@youngmusic I got some shit called BuryBerry weekend...you would think I was lil wayne LOL!"
positive,"#F1 Remember, the 2009 race edit is now on the F1 web! Great to be able to watch it at last!!"
positive,"@ShannOOO lol its cooliooo!! I get off@6 today if u wanna come by b4 kid pick up time lmaoo!! Or u know they're more than welcome too lol!!"
positive,"@cutealesia after looking at the picture with the article I understand why someone would buy an island."
positive,"Loving the track playing on 6music right now"
positive,"PPP has surpassed the 100,000 view mark. A big thank you to our fans and our web partners @koldcasttv & @bliptv"
positive,"@EmmaXMichaelX It Was Really Coool !! .x I Told Jack About It And He Started Pissing Himself !! I Looovvveee yooouu Sooooo Mucchhh"
positive,"RT @lovesmesomeyou: Ever wonder about Sin: Fat or Gay? My video response http://bit.ly/9jM8Ch"
positive,"Good Morning! Temps right now in the upper 20s."
positive,"Just took What kind of Animal are you in bed? and got: a Teddybear! Try it ? http://bit.ly/akrxM8"
positive,"RT @NBSoftwareStore: Five minutes to go! Winner will be randomly selected and announced at 12:01PM EST. #NBS http://bit.ly/NBSiPhone"
positive,"Your friends seem to be extra supportive of you now but upon c... More for Taurus http://twittascope.com/twittascope/?sign=2"
positive,"RT @lockerz: I like to PLAY the Patric Stump video on Lockerz.com"
positive,"RT @alacimass: VAs: are business owners & understand many if not all functions of keeping a business running like a well oiled machine."
positive,"I just took Which Twilight New Moon Character Are You? and got: jacob! Try it: http://bit.ly/aL06cd"
positive,"@n00bf4c3pl0x australia wbu? :)"
positive,"wow is all i have to say"
positive,"@PerezHilton if you do it I would definitely watch it!"
positive,"i am off that college work to do ill be on my phone if yah want me just @ reply my :) love yah all thanks for following........... :)"
positive,"My niche is better than yours! http://tinyurl.com/yd4xuee"
positive,"@RadSpectacular Sorry to hear it. Have made extra noise for you. Good luck!"
positive,"omg thank u!!! http://tweeter.faxo.com/Biggest_Emily_Osment_Fan"
positive,"4real! RT @JillianMichaels: Ok I am obsessed with Carrie underwoods cowboy cassanoca song. It takes a woman that hot to make like country."
positive,"my thursday eavening tv line-up goesss Eastenders, #snogmarryavoid, then hotter than my daughter, then after a while skins. WOOP (:"
positive,"@MKqueenBee @iluvjosh4ever Stare at it and you can kind of see him falling =D Renee, lesson learned, right? :p"
positive,"2 and a half hours until i see Jim Halpert's beautiful baby!!!"
positive,"@beautiful_x3 aight ima hit yall up tomarro after this nigga do somethin on my whip"
positive,"It looks really nice outside!! Sun is out"
positive,"I just got up to 28,044 in #DoodleJump!!! Beat that! http://itunes.com/app/DoodleJump"
positive,"@catherinealulio random just watch it :D"
positive,"@e_austin I am pro-union! Let's quiz pub emp union mems & see what they know about labor movement. Raised by local pres & business agent."
positive,"@JA5KAUR lol h-i-triple x. i wonder what u thought i said durin the verse."
positive,"Praying for you my sista!! -->RT @HydeiaBroadbent Living with AIDS is a pain!!!"
positive,"@anugrahayyu u should visit me in gorontalo. u can stay at my house!:D lol"
positive,"Getting ready to rock out at Made with Love Bakery and Cafe - Today at 4pm! Yummy, yummy... http://bit.ly/aFfOns"
positive,"@stuffbyxtine hahahaha exactly five o'clock and i just finished that sushi cat game! perfect timing :P (been playing on and off)"
positive,"Goodmorning The Swagg Rises From his Slumber last day last class lets get it poppin nyc by the end of the night Loveit !"
positive,"represented a client at a green card interview in Garden City, Long Island on Tuesday. We were in and out and approved in under one hour!"
positive,"@TartletTran @etalien16 HAHAHAHAHAHA!!! rofl!!! okok cool then! imma sleep too! soo late!! nighty night!!!"
positive,"LOL. The 10ers are dancing to Oh! again. :)"
positive,"@oaklandcemetery Really looking forward to Oakland events for the Phoenix Flies http://bit.ly/cxIveQ OMG you have just got to see this!"
positive,"@majornelson http://twitpic.com/16rsgc - #toysoldiers thats simple it was a atari 2600 with pole position and galaxian lol played with it fo"
positive,"Had to send it here, as you're not following me ;-) I let him know. Thanks again!"
positive,"@Boolumaster This dude is like MJ the sequel really..he always hits the big shot!!!"
positive,"tomorrow is goin to be interestin, so excited to go out of town for 4 days"
positive,"@rebelbrown That amazing girl gave that speech years ago..she is still speaking today! Still working for cause she believes in..."
positive,"Brent and Brad in hot flip flop fuck action - http://bit.ly/9fJdOI"
positive,"Very excited today - I am taking a day off. Unheard of! Going to a market to shop. Catching up with a friend. And doing other fun things : )"
positive,"Phoenix- FREE I-Pod touch: Just got a newer one for my birthday. This one works fine and I'm giving it away. Youd ... http://bit.ly/bD85td"
positive,"#Ibelieve in You and me. Everything will be alright."
positive,"Q:can me & you get to kno each i think u real cute & wat not & u seem like a cool p... A:who r u? http://formspring.me/rialequay/q/265383689"
positive,"Looking forward to seeing @SadaoTurner too of course."
positive,"Guys I just noticed this, $30 for TWO commissions from two of my favorite cartoonists: http://is.gd/9M6Sw (@philmcandrew and @britterson)"
positive,"Welcoming Joe Sinclair; social media svengali, author of WKW, and Marketing Director into the Guided team."
positive,"@supportingbiebr LOL OMG AND AHAHHAH IS IT JUST ME OR MOST OF JUSTIN IS ABOUT SEX LOL OH HOW U DO ME AND FIRST DANCE LMAO"
positive,"@adamcohen That's right. I could really go for a coffee right about now too."
positive,"RT @justinbieber justin im thinking you should do a half hour session where you just reply to your fans non stop :) what do you think?30"
positive,"I want to read: Princess for Hire by Lindsey Leavitt http://bit.ly/bGqpBX"
positive,"you are my sunshine, my only sunshine, you make me happy when skies are grey..."
positive,"whoever invented these deserves a noble prize http://yfrog.com/j3feij"
positive,"RT @weirdoinpink: daydreaming is the best for boosting my mood"
positive,"WSJ: unemployed not at the office so not spreading flu means quiet flu season ergo everyone should work from home! http://bit.ly/bASnYQ"
positive,"@cyandle - Yes it did. Just found out about it yesterday afternoon. Any ideas what to do?"
positive,"playing with my lil sister,sometimes it's funny forget all... :D"
positive,"Photo: readmypockyface: waaa! waaannnttt!!!!!!! http://tumblr.com/xiv72ref8"
positive,"@lindseyIsEpic http://twitpic.com/mhrmw - I agree I would do anything to get one of these, that would be so awesome framed and on my wall,,,"
positive,"RT @Younggee: @ShoSmoove i was abt to ask u if u were ok?! lol!!!"
positive,"Get thousand of followers for FREE! VIP are getting over 1,000 per day!! http://tinyurl.com/yg35rnz"
positive,"@itsRamel thanks!!! For the #Ff #LOVE!!"
positive,"RT MAKE LOADS OF MONEY! http://bit.ly/axExNC"
positive,"@LostLambFound can we trust our own heart? Absolutely!Our heart is the most sacred place.It's where truth lies.And where God dwells."
positive,"N I m going to mumbai after 2 weeks.. That proves that I can survive without going home (at least for 2 weeks! :P)"
positive,"RT @flavorpill: The top 100 Jewish Moments in Film via @heebmagazine http://bit.ly/aaoAgj"
positive,"@seankingston follow me pleaseee :) you're amazzzzing!! #KINGSTONFOLLOWS .."
positive,"Have you enter the awesome Zevia giveaway yet today?! http://bit.ly/9Iokfk #BFC Belly Fat Cure"
positive,"@sk8terbwoy lol cause I know you wouldn't. I'm fragile. Touch with care"
positive,"@karimahhhxD A Day Is In Advance Tho ha! But Seriouslly Think Bout It ... Lol It Actually Is. & Umm wHERE U STAY AT AGAIN?"
positive,"@kurtadametz Boy i aint boojee..lol. I keeps it real, you feel me..."
positive,"@songbird328 Hey there. We are good. Meeting with a house builder today. Hope you are well!"
positive,"NO CEILINGS BEST MIXTAPE EVER"
positive,"@Jac_kay then get one my dear"
positive,"@StepDaddyStar Just Let Me Kno Its About 2 Start Gettin Hot So You Kno A Nigga Goin 2 Be On The Move"
positive,"@InkOnix U shouldn't be everyone loves u!!"
positive,"@iKissedJoeJx3 Wooo! You Get The Book...That Is GREAT! I ? Daniel But Want Cam! 900 Oooo Good Luck!...xoxo You Are Interseting...It Won't Be"
positive,"Here's a great pre-review of the divination deck I designed: http://is.gd/9MIpm You can still preorder a copy here:http://is.gd/9MIsy #tarot"
positive,"25 Amazing and Fresh jQuery Plugins - Speckyboy Design Magazine http://goo.gl/fb/yKvW"
positive,"RT @OneWorld420 We are now at the new location. 1804 Newport Blvd is poppin off! Come by and check us... http://schmap.it/62IQQc"
positive,"RT @CoCoDivineXXX: @MsPerrine June 10th season 3 starts..."
positive,"suge said if they had let me finish my set i wouldve had them shootin.. lmao"
positive,"Fudge made with vegan condensed soya milk by my friend Alice! :) http://bit.ly/dxvnwb via @VeganDotCom"
positive,"@mikethegreat1 lmao how u gon get to my house?"
positive,"@mrios6288 follow me!!"
positive,"Hi renee, How are you going, i hope that you don't mind me lokking you up. Hey"
positive,"RT @I_am_Shanel: @datdamndivine you know I know where all the good fat girl snacks are in the dc area lol"
positive,"hey, you there, have you met my friend @HeyThereMiley cuz you should, and by meet, i mean follow ;)"
positive,"http://twitpic.com/16z3e6 - @DJGREGSTREET AND @DJTROCATLANTA!! BREAK UR RECORD. AND LIVE LIKE A KING!!!"
positive,"5* MicroTut is COOL: Centering a Div Both Horizontally And Vertically http://bit.ly/9A19uc (via @Tutorialzine)"
positive,"RT @FreakingDUMMY: RT @tbreezyworld LADY GAGA SH** WATCH HOW I POKE HER FACE! http://www.zshare.net/audio/7277196017b6c89c/ #NOWPLAYING TRUNT UP BY T-BREEZY"
positive,"If anyone is interested in a free lyric API with revenue share get in touch. I've 1.7 million lyrics sitting here waiting to be utilised!"
positive,"Follow @missbethanyj because she's my sister & I love her sooooooo much! & she's SAVED! Sanctified, water baptized & Holy Ghost filled!!"
positive,"Love me do http://myloc.me/4w2tt"
positive,"@MiniWanostrocht It was delicious! I'm pretty much a prettier version of Nigella."
positive,"@greggles1969 Thank you for the ties and signed pics, they arrived safe and sound this morning! X"
positive,"@CreamiePuff9 oh! and also saturday, or shall i say black saturday, and will be back in ester sunday!haha"
